id,institution,degree,degree_type
1325,"Florida State University","Classical and Ancient Studies","Technical Theater Production"
3270,"Florida State University","Master’s Degree","Electrical Engineering"
1142,"Florida State University - College of Business",,
3438,"Florida Technical College","Electronics/Computer Technology","Electronics/Computer Technology"
4396,"Fluke - Ottawa ON, Canada","MET/CAL Procedure Writing","MET/CAL Procedure Writing"
4397,"Fluke - Seattle WA, USA","MET / TEAM Calibration and Asset Management Software","Information Technology"
2067,"Fontys University of Applied Sciences","Bachelor’s Degree","Information & Communication Technology"
3825,"Foothill College",Programming,Programming
268,"Fordham Gabelli School of Business","Bachelor of Science (B.S.)","Management Information Systems"
384,"Fordham Gabelli School of Business","Master of Science (MS)","Information Systems"
1349,"Fordham Preparatory School","High School Diploma","High School Diploma"
246,"Fordham University","Bachelor of Science - BS",Psychology
6273,"Fordham University","Bachelor of Science (B.S.)","Marketing Management/Information Systems"
149,"Fordham University","Bachelor of Science (B.S.) Pre-med",General
815,"Fordham University","Bachelors of Science","Computer Science"
2415,"Fordham University","Master's degree","Computer Science"
1205,"Fordham University - School of Professional and Continuing Studies","Course work includes","and Public Speaking"
1395,"Fordham University Graduate School of Arts and Sciences","Master of Science - MS","Computer Science"
1434,"Fordham University Graduate School of Arts and Sciences","Master of Science (MS)","Computer Science"
3305,"Fordham University Graduate School of Arts and Sciences","Master's Degree","Computer Science"
1112,"Forest Hills High School","High School Diploma","High School Diploma"
2206,"Fort Lee High School","2012 - 2016","2012 - 2016"
1946,"Fr. Conceicao Rodrigues College of Engineering","Bachelor of Engineering (B.E.)","Computer Science"
3153,"Framingham State University",BA,English
2813,"Framingham State University","Bachelor of Science (B.S.)","Computer Science"
3265,"Framingham State University",BS,"Computer Science"
7280,"Franklin High School","High School Diploma","High School Diploma"
3826,"Franklin University","Computer Science","Computer Science"
3089,"Franklin University Switzerland","Bachelor of Arts (B.A.)","Art History and Visual Culture"
2843,"Franklin W. Olin College of Engineering","Bachelor of Science (B.S.)","Engineering with Computing"
2792,"Franklin W. Olin College of Engineering","Bachelor's degree","Computer Engineering"
3251,"Franklin W. Olin College of Engineering","Bachelor’s Degree","Engineering with a Concentration in Computing"
2801,"Franklin W. Olin College of Engineering","Electrical & Computer Engineering","Electrical & Computer Engineering"
664,"Franklin W. Olin College of Engineering","Software Engineering","Software Engineering"
5882,"Free Code Camp","Full Stack Web Development Certificate","Computer Software Engineering"
6521,"Free Code Camp","Full Stack Web Development Certification","Computer Software Engineering"
200,freeCodeCamp,"2016 - 2017","2016 - 2017"
1578,freeCodeCamp,"2016 - 2020","2016 - 2020"
3141,freeCodeCamp,Certificate,"Computer Software Engineering"
3055,freeCodeCamp,Certification,"Computer Software Engineering"
1232,freeCodeCamp,"Full Stack Web Developement Certification","Computer Software Engineering"
447,freeCodeCamp,"Full Stack Web Development","Computer Software Engineering"
1058,freeCodeCamp,"Full Stack Web Development Ceritfication","Computer Software Engineering"
323,freeCodeCamp,"Full Stack Web Development Certification","Computer Software Engineering"
5778,freeCodeCamp,Others,"Computer Science"
3679,"Fremont High School",,
2110,"Fremont High School","High School Diploma","High School Diploma"
3453,"French American International School (San Francisco, CA)",1992,1992
3440,"French American International School (San Francisco, CA)","French Baccalauréat","Scientific Track with Math and International Studies Specialization"
99,"French American School of New York","French Baccalaureate Diploma with International Option (OIB)","French Baccalaureate Diploma with International Option (OIB)"
7381,"Freshwater Senior Campus","2013 - 2014","2013 - 2014"
2418,"Friends Academy","High School","High School"
1449,"Friends Academy (Locust Valley, NY)","High School","High School"
2302,"Friends Seminary","2011 - 2015","2011 - 2015"
4463,"Friendswood High School","High School Diploma","High School Diploma"
6768,"Front Range Community College",Computer,Computer
837,"Front Range Community College",Transfer,Accounting
2456,"Fudan Univerisity","Bachelor's degree","Computer Science"
4961,"Fudan University","Bachelor of Science - BS","Computer Science"
2149,"Fudan University","Bachelor of Science (B.S.)","Electrical and Electronics Engineering"
5810,"Fudan University","Bachelor's degree","Electrical and Electronics Engineering"
3037,"Fudan University",BS,Physics
4307,"Fuller Theological Seminary - Northwest (Seattle, WA)","M. Div.","Theology/Theological Studies"
642,"Fullstack Academy","2020 - 2020","2020 - 2020"
1086,"Fullstack Academy","2021 - 2021","2021 - 2021"
1721,"Fullstack Academy",Certificate,"Fullstack Web Development"
1131,"Fullstack Academy","Certificate of Completion","Computer Software Engineering"
196,"Fullstack Academy","Computer Programming","Computer Programming"
5049,"Fullstack Academy","Computer Science","Computer Science"
180,"Fullstack Academy","Computer Software Engineering","Computer Software Engineering"
1875,"Fullstack Academy","Dec 2021","Dec 2021"
3249,"Fullstack Academy","Full Stack Software Engineering Immersive","Computer Software Engineering"
927,"Fullstack Academy","Full Stack Web Development","Full Stack Web Development"
614,"Fullstack Academy","Full Time Software Engineering Immersive","Full Time Software Engineering Immersive"
104,"Fullstack Academy","Full-time Software Engineering Immersive ","Full-time Software Engineering Immersive "
357,"Fullstack Academy","Fullstack developer","Computer Software Engineering"
317,"Fullstack Academy","Fullstack Developer","Fullstack Developer"
547,"Fullstack Academy","Fullstack Software Engineer","Fullstack Software Engineer"
7374,"Fullstack Academy","Fullstack Web development","Fullstack Web development"
20,"Fullstack Academy","Grace Hopper Academy","Web Development"
2923,"Fullstack Academy","Grace Hopper Program","Computer Software Engineering"
497,"Fullstack Academy","Grace Hopper Program","Software Engineering Immersive"
500,"Fullstack Academy","Software Development","Software Development"
248,"Fullstack Academy","Software Engineering","Software Engineering"
636,"Fullstack Academy","Software Engineering Immersive","Full Stack Software Engineering"
411,"Fullstack Academy WDF, NYC TTP","Software Engineering","Software Engineering"
6889,"Fundação Dom Cabral","Post Graduation","Microsoft Management Development Program"
4102,"Fundación Arturo Rosenblueth para el Avance de la Ciencia, A.C.","Bachelor of Science in Computer Engineering","software development"
4101,"Fundación Arturo Rosenblueth para el Avance de la Ciencia, A.C.","Master of Science (candidate) in Computer Science","software architecture"
2157,"G N Khalsa College, Mumbai",HSC,HSC
6931,"G.H. Raisoni College of Engineering Affiliated to Nagpur University","Bachelor's degree","Electronics Engineering"
4301,"Gabrovo Technical University, Gabrovo, Bulgaria","Bachelor of Science (B.S.)","Computer Science"
4300,"Gabrovo Technical University, Gabrovo, Bulgaria","Master of Science (M.S.)","Computer Science and Automation"
7197,"Gachon University","Bachelor's degree","Computer Engineering"
982,"Galvanize Inc","Full Stack Web Development Certification","Computer Software Engineering"
345,"Galvanize Inc","Fullstack Web Development Immersive","Fullstack Web Development Immersive"
5056,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam","Bachelor of Technology","Electronic and Communications Engineering "
7450,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam","Bachelor's degree","Computer Science"
7222,"Ganpat University","Bachelors of Technology","Computer Science"
84,"Garden City High School","Regents Diploma with Advanced Designation with Honors-Mastery in Math and Science Endorsements","Science and Business"
414,"Garden School NYC","High School Diploma","High School Diploma"
1361,"Garfield High School","2013 - 2017","2013 - 2017"
2407,"Garfield High School","High School Diploma","High School Diploma"
4238,"Garfield High School, Seattle, WA",,
5124,"Garland High School","2012 - 2017","2012 - 2017"
7009,"Gautam Buddha University","Bachelor’s Degree","Computer Science and Engineering"
4456,"Gautami Academy Junior College","Intermediate Education(+2)",Chemistry
7035,"Gayathri vidya parishad, Visakhapatnam, India","Bachelor of Technology (BTech)","Computer science and Engineering"
5736,GDPR,"IT and Legal aspects of GDPR","IT and Legal aspects of GDPR"
6073,GEBBS,"Masters Diploma in Computer Engineering and Software Technologies","Java,"
1411,"Geethanjali College of Engineering and Technology","Bachelor of Technology - BTech","Electronics & Communications Engg."
7419,"GEMS Education","2004 - 2017","2004 - 2017"
2878,"GEMS Education","High School",Dubai
1813,"GEMS Education","High School Diploma","High School Diploma"
3301,"General Assembly","2019 - 2019","2019 - 2019"
3098,"General Assembly","2019 - 2020","2019 - 2020"
398,"General Assembly","Capstone: NYC High School Recommendation System","Data Science"
1204,"General Assembly",Certificate,"Software Engineering"
527,"General Assembly",Certificate,"Web Development"
539,"General Assembly","Certificate ","Web Development"
607,"General Assembly","Certificate of Completion","Computer Software Engineering"
651,"General Assembly","Certificate of Completion","Full Stack Web Development"
4731,"General Assembly","Certificate of Completion","Software Engineering"
1307,"General Assembly","Certificate of Completion","Software Engineering Immersive"
1093,"General Assembly",Certification,"Computer Software Engineering"
2627,"General Assembly","Computer Software Engineering","Computer Software Engineering"
1308,"General Assembly","Feb 2021 - Apr 2021","Feb 2021 - Apr 2021"
1510,"General Assembly","Javascript Circuit","Specific Applications"
6641,"General Assembly","Post Graduate Certification Data Analysis - Distinguished","Data Analytics"
588,"General Assembly","Product Management","Product Management Core Skills"
3308,"General Assembly","Software Engineering","Software Engineering"
1074,"General Assembly","Software Engineering Immersive","Software Engineering Immersive"
2936,"General Assembly","Web Development Immersion Program","Web Development Immersion Program"
399,"General Assembly","Web Development Immersive",JavaScript
562,"General Assembly","Web Development Immersive","Web Development"
684,"General Assembly","Web Development Immersive","Web Development Immersive"
321,"General Assembly","Web Development Inmersive","Web Development Inmersive"
5422,"General Education School 1-3 Degrees №26","Certificate of Basic General Education","Certificate of Basic General Education"
3911,"Genetic Computer School",Certificate,"Advance Visual Basic"
1450,"George Mason University","Bachelor of Science (B.S.)","Computer Science"
7029,"George Mason University","Doctor of Philosophy (PhD)","Computer Science"
3174,"George Mason University","Master of Science - MS","Computer Science"
807,"George Mason University","Master of Science (M.S.)","Computer Engineering"
7030,"George Mason University",MS,"Computer Science"
2594,"George Mason University - College of Engineering and Computing","Bachelor's degree","Computer Science"
1233,"George Westinghouse High School","High School",Engineering
3331,"Georgetown Preparatory School","High School",Chemistry
505,"Georgetown University","Bachelor of Applied Science (B.A.Sc.)","Computer Science"
6360,"Georgetown University","Business and Technology Management program","Business and Technology Management program"
3173,"Georgetown University","Master of Arts - MA",Economics
3109,"Georgetown University","Master of Arts (M.A.)","Culture and Technology"
4693,"Georgetown University","Master's degree",Cybersecurity
589,"Georgia Institute of Technology","Attended Georgia Tech","Studied Mechanical Engineering with Honors"
875,"Georgia Institute of Technology",B.S.,"Applied Mathematics"
2947,"Georgia Institute of Technology","Bachelor of Science - BS","Bachelor of Science - BS"
1784,"Georgia Institute of Technology","Bachelor of Science - BS","Computer Engineering"
7,"Georgia Institute of Technology","Bachelor of Science - BS","Computer Science"
2,"Georgia Institute of Technology","Bachelor of Science - BS","Computer Science: Intelligence & Human-Computer Interaction"
2377,"Georgia Institute of Technology","Bachelor of Science - BS","Mathematics and Computer Science"
7314,"Georgia Institute of Technology","Bachelor of Science (B.S.)","Applied Language and Intercultural Studies in Mandarin Chinese"
510,"Georgia Institute of Technology","Bachelor of Science (B.S.)","Computer Science"
2608,"Georgia Institute of Technology","Bachelor of Science (BS)","Computer Engineering"
1760,"Georgia Institute of Technology","Bachelor's Degree","Computer Engineering"
2195,"Georgia Institute of Technology","Bachelor's degree","Computer Science"
376,"Georgia Institute of Technology","Bachelor’s Degree","Computer Science"
7416,"Georgia Institute of Technology","Bachelor’s Degree","Mechanical Engineering"
3689,"Georgia Institute of Technology",BS,"Computer Science"
3425,"Georgia Institute of Technology",Certification,Logistics
5019,"Georgia Institute of Technology","Doctor of Philosophy - PhD","Computer Science"
3608,"Georgia Institute of Technology","Doctor of Philosophy (Ph.D.)","Computer Science"
5541,"Georgia Institute of Technology",English,English
6,"Georgia Institute of Technology","Master of Science - MS","Computer Science"
904,"Georgia Institute of Technology","Master of Science - MS",Cybersecurity
6240,"Georgia Institute of Technology","Master of Science - MS","Machine Learning"
7415,"Georgia Institute of Technology","Master of Science - MS","Mechanical Engineering"
2731,"Georgia Institute of Technology","Master of Science (M.S.)","Computer Science"
2671,"Georgia Institute of Technology","Master of Science (MS)","Computer Science"
6226,"Georgia Institute of Technology","Master of Science (MSc) ",Analytics
965,"Georgia Institute of Technology","Master's Degree","Computer Science"
2886,"Georgia Institute of Technology","Master's Degree","Electrical and Computer Engineering"
2905,"Georgia Institute of Technology","Master’s Degree","Computer Science"
7429,"Georgia Institute of Technology","Master’s Degree","Electrical and Computer Engineering"
7281,"Georgia Institute of Technology",Masters,"Computer Science"
4796,"Georgia Institute of Technology",Masters,"Human Computer Interaction"
517,"Georgia Institute of Technology","Mechanical Engineering","Mechanical Engineering"
6836,"Georgia Institute of Technology",MS,"Computer Science"
1120,"Georgia Institute of Technology",MS,"Human Computer Interaction"
6514,"Georgia Institute of Technology",MS,"Software Engineering and HCI"
5008,"Georgia Institute of Technology",Ph.D.,"Electrical & Computer Engineering"
7460,"Georgia Southern University","Bachelor’s Degree",Physics
2701,"Georgia Southwestern State University","Master of Science (M.S.)","Computer Science"
700,"Georgia State University","Bachelor of Science - BS","Computer Science"
6687,"Georgia State University","Bachelor's Degree","Political Science"
2811,"Georgia State University","Bachelor’s Degree","Computer Science"
1189,"Georgia State University","Master of Arts - MA","Philosophy & Cognitive Science"
6168,"Georgia State University","Master of Science - MS","Computer Science - Software Engineering"
2196,"Georgia Tech Lorraine","Bachelor's degree","Computer Science"
3961,"Georgian Technical University – GTU","Master of Science (M.S.)",Architecture
5756,"GIBS Business School (Gordon Institute of Business Science)","Financial Management","Financial Management"
5183,"Gies College of Business - University of Illinois Urbana-Champaign","Master of Business Administration (M.B.A.)","Master of Business Administration (M.B.A.)"
365,"Girl Develop It","Computer Science","Computer Science"
465,"Girls Preparatory School","2008 - 2015","2008 - 2015"
404,"Girls Who Code","2015 - 2015","2015 - 2015"
995,"Girls Who Code","2016 - 2016","2016 - 2016"
1758,"Girls Who Code","Accenture New York","Computer Science"
134,"Girls Who Code",Clubs,Clubs
1079,"Girls Who Code","Computer Science","Computer Science"
1380,"Girls Who Code","SIP Alum","Computer Science"
2912,"Gitam University, Hyderabad","Bachelor of Technology ","Computer Science and Engineering"
1224,"Gitam University, Hyderabad","Bachelor of Technology (B.Tech.)","Computer Science Engineering"
3393,"Glendale Community College",CIS,Healthcare
6305,"Glendale Community College",GED,"High School Equivalence Certificate Program"
5920,"Global Indian International School, Singapore","High School Diploma","Mathematics and Science"
3507,"Global knowledge Egypt",pass,"ITIL Foundation"
6664,"Global Knowledge, Hoffman Estates, IL",Installation,"and Compute with Windows Server 2016 (M20740)"
6666,"Global Knowledge, Hoffman Estates, IL","VMware vSphere: Install","Manage [V6.5]"
4881,"GMSSS 35 Chandigarh",Physics,"Physical Education"
7394,"Goa Engineering College","Bachelor's Degree","Computer Science"
6420,Goethe-Institut,"German literature and philosophy","German literature and philosophy"
5297,"Gogte Institute of Technology, Belgaum",BE,"Computer Engineering"
5279,GoingVC,"Professional Development Program (Cohort8)","Venture Capital"
3844,"Golden Gate University",BBA,"Business Management"
3448,"Golden Gate University, San Francisco, CA","Master of Business Administration (MBA)",General
6452,"Goldey-Beacom College","Master of Business Administration - MBA",Finance
3489,"Gonzaga University",BS,"Computer Science"
4550,"Good Shepherd Convent, Shahdol","1989 - 1992","1989 - 1992"
4131,"Good Shepherd Lutheran, Downey, California","1975 - 1978","1975 - 1978"
6688,Google,"Applied Digital Skills","Google Drive"
6034,"Google Analytics Academy ","Associate's degree","Data Modeling/Warehousing and Database Administration"
257,"Google Applied CS with Android","2016 - 2016","2016 - 2016"
1241,"Google CSSI Coursera","Algorithms and Data Sructures","Algorithms and Data Sructures"
3470,"Google Digital Active","Digital Marketing","Digital Marketing"
2980,"Gordon Conwell Theological Seminary","Master’s Degree","Master of Divinity"
5162,"Government College Lagos, Eric Moore Road, Surulere, Lagos","1977 - 1982","1977 - 1982"
6777,"Government College University (GCU), Lahore","High School",Chemistry
7299,"Government Polytechnic College",Diploma,"Information Technology"
3654,"Governors State University","Master's degree","Computer Science"
7104,"Govt Engineering College Bikaner","Bachelor of Technology (B.Tech.)","Electronics and Communications Engineering"
6609,"Govt. Commerce Collage",Intermediate,"Business & Commerce"
1273,"Govt. Sr. Hr. Sec, School Nohar","High School","High School"
2711,"Grace Christian School",,
305,"Graduate Institute of International and Development Studies","2020 - 2020","2020 - 2020"
7084,"Grafton High School","2004 - 2005","2004 - 2005"
1311,"Grand Valley State University","Masters of Science","Computer Science and Information Systems"
7316,"Grandview High School","High School","High School"
1494,"Great Lakes Institute of Management",PGP,"Cloud Computing"
6222,"Green River College","Bachelor’s Degree","Software Development"
4262,"Greenville Technical College","Associate's degree","EET-Electronics & Electricity"
5309,"Greenwich High School","2014 - 2018","2014 - 2018"
2716,"Grenoble INP - UGA",M.Sc.,"Computer Science and Applied Mathematics"
3332,"Grenoble INP - UGA","Power Grids","Power Grids"
5498,"Grinnell College",BA,"Computer Science"
779,"Grinnell College","Bachelor of Arts (B.A.)","Computer Science"
1770,"Groton School",Graduated,"Cum Laude"
2981,"Grove City College","Bachelor’s Degree","Biblical and Religious Studies"
3182,"Grupo Center Computadores (Brazil)","Quick Beginner's All-Purpose Symbolic Instruction Code.","Programming language"
5054,"Guangdong University of Technology",A.A.S.,"Plumbing and HVAC"
751,"Gubkin Russian State University of Oil and Gas (National Research University)",MS,"Electircal Engineering"
7059,"Gujarat Technological University","Bachelor of Engineering (B.E.)","Electronics and Communication"
5368,"Gujarat Technological University","Bachelor’s Degree","Computer Engineering"
5369,"Gujarat Technological University",Diploma,"Computer Engineering"
594,"Gujarat Technological University","Master of Computer Applications (MCA)","Computer Software Engineering"
990,"Gujarat Technological University- Ahmedabad, India.","Bachelor's Degree","Computer Engineering"
5824,"Gujarat Technological University, Ahmedabad","Bachelor of Engineering (B.E.)","Computer Engineering"
1941,"Gujarat Technological University, Ahmedbabd","Bachelor of Engineering (BEng)","Computer Engineering"
7433,"Gujarat University","Bachelor of Commerce (B.Com.)","Accounting and Statistics"
595,"Gujarat University","Bachelor of Computer Applications (BCA)","Information Technology"
4538,"Gujarat University","Bachelor of Engineering (B.E.)","Mechanical Engineering"
5193,"Gujarat University","Bachelor of Engineering (BE)","Information Technology"
5294,"Gulbarga University","Bachelor of Engineering","Electronics and Communication"
3710,"Gunn High School","High School Diploma","High School Diploma"
1221,"Guru Gobind Singh Indraprastha University",B.S.S,IT
5985,"Guru Gobind Singh Indraprastha University",B.Tech,"Information Technology"
4137,"Guru Gobind Singh Indraprastha University","Bachelor of Science","Computer Science"
7466,"Guru Gobind Singh Indraprastha University","Bachelor of Technology","Computer Science"
4612,"Guru Gobind Singh Indraprastha University","Bachelor of Technology","Electronics and Communications Engineering"
1968,"Guru Gobind Singh Indraprastha University","Bachelor of Technology - BTech","Computer Science"
1842,"Guru Gobind Singh Indraprastha University","Bachelor of Technology (B.Tech.)","Computer Science"
1947,"Guru Gobind Singh Indraprastha University","Bachelor of Technology (B.Tech)","Electronics and Communication "
4688,"Guru Gobind Singh Indraprastha University","Bachelor of Technology (BTech)","Computer Science"
4952,"Guru Gobind Singh Indraprastha University","Bachelor’s Degree","Computer Science (Specialization: Machine Learning)"
7421,"Guru Nanak Dev University","Bachelor of Technology (B.Tech.)","computer science and engineering"
2951,"Guru Nanak Dev University, Amritsar","Bachelor of Technology","Computer Science and Engineering"
7287,"Guru Nanak Institute of Technology","Engineer's Degree","Computer Science"
4802,"Gurunanak Khalsa College, Matunga","Junior College",Science
2812,"Gwinnett School of Mathematics, Science, and Technology","2011 - 2015","2011 - 2015"
1176,"H Frank Carey High School","Advanced Regents Diploma","Advanced Regents Diploma"
3529,"H&R Sollutiones","Computer repair course and Microsoft Windows","Computer Software Engineering"
6610,"Habib Public School","Secondary school",Science
5114,"Habib University","Bachelor of Science - BS","Computer Science"
468,"Hack Reactor",,
872,"Hack Reactor","Advanced Software Engineering Immersive","Advanced Software Engineering Immersive"
2975,"Hack Reactor","Advanced Software Engineering Immersive","Computer Science"
677,"Hack Reactor","Certificate of Completion of JavaScript Immersive Course","Computer Software Engineering"
426,"Hack Reactor","Computer Software Engineering","Computer Software Engineering"
3134,"Hack Reactor","Software Engineering","Software Engineering"
809,"Hackbright Academy","Full stack engineering","Full stack engineering"
5975,"Hacker School / Recurse Center","2011 - 2011","2011 - 2011"
1879,"Half Hollow Hills High School East","2014 - 2018","2014 - 2018"
957,"Half Hollow Hills High School West","2011 - 2015","2011 - 2015"
3764,"Hamburg University of Applied Sciences","Bachelor’s Degree",Medientechnik
151,"Hamilton College","Bachelor’s Degree","Computer Science"
346,"Hampshire College","Bachelor of Arts","Film Scoring"
1861,"Hangzhou Institute of Electronics Engineering",,
359,"Hanken School of Economics","Master's degree",Economics
2782,"Hanoi Amsterdam School","High School","High School"
5354,"Harbin Institute of Technology","Bachelor of Engineering (B.E.)",Automation
7166,"Harbin Institute of Technology","Bachelor of Engineering (B.E.)","Electronics and Communications Engineering"
3778,"Harbin Institute of Technology","Bachelor of Science (B.S.)","Electrical Engineering"
2241,"Harbin Institute of Technology","Summer Study Tour","Artificial Intelligence"
6216,"Harcourt Butler Technical University ","Bachelor of Engineering - BE","Computer Science"
5203,Hareali,,
6691,"Harper College","Continuing Education","Writing Queries using Microsoft SQL Server Transact-SQL and Administering Microsoft SQL Server "
6678,"Harper College","Google Analytics","Google Analytics"
6188,"Harrisburg University of Science and Technology","Masters of Science","Project Management"
5282,"Harvard Business School","Business Analytics",General
3943,"Harvard Business School",Certificate,"Uber partnership with HBX executive education on leadership and strategy "
4849,"Harvard Business School","Executive Education","Leadership & Strategy"
3885,"Harvard Business School","Master of Business Administration - MBA","Master of Business Administration - MBA"
5940,"Harvard Business School","SVMP // Virtual Venture in Management (VVM)","SVMP // Virtual Venture in Management (VVM)"
5283,"Harvard Business School Executive Education","Advanced Management Program",General
7308,"Harvard Business School Executive Education","Online Certificate Program","Leadership and Culture"
5986,"Harvard Business School Online","Core: Credential of Readiness","Core: Credential of Readiness"
6774,"Harvard Business School Online",eMBA,"International Business/Trade/Commerce/Tech Startups/Entrepreneurship/Leadership Skills"
5461,"Harvard Business School Online","Other; Certificate of Specialization in Leadership and Management","Other; Certificate of Specialization in Leadership and Management"
610,"Harvard CS50: Introduction to Computer Science",,
2455,"Harvard Extension School","2014 - 2014","2014 - 2014"
2895,"Harvard Extension School","Master of Arts - MA","Software Engineering"
2189,"Harvard Extension School","Master of Business Administration - MBA","Bachelor of Liberal Arts in Extension Studies"
2962,"Harvard Extension School","Master of Liberal Arts (ALM) in Extension Studies","field of Software Engineering"
3123,"Harvard Extension School","Mathematics and Software Engineering","Mathematics and Software Engineering"
3317,"Harvard Extension School",Non-degree,"Computer Science"
2380,"Harvard John A. Paulson School of Engineering and Applied Sciences","Master of Computer Applications - MCA","Master of Computer Applications - MCA"
3886,"Harvard John A. Paulson School of Engineering and Applied Sciences","Master of Science - MS","Computer Science"
4792,"Harvard Kennedy School","Public Policy Leadership Conference","Public Policy Leadership Conference"
6773,"Harvard Law School","eMasters & ePhD Independent Online Learning in Law & Technology","eMasters & ePhD Independent Online Learning in Law & Technology"
5166,"Harvard Law School",JD,Law
6782,"Harvard T.H. Chan School of Public Health","eMasters in Psychology","Interdisciplinary ePhD in Psychiatry"
5829,"Harvard University",A.B.,"Computer Science"
2284,"Harvard University","A.B. Computer Science Degree","Computer Science"
3553,"Harvard University","A.B. magna cum laude","History and Science"
1212,"Harvard University",AB,"Applied Math / Computer Science"
2898,"Harvard University",BA,"CS Minor"
2459,"Harvard University","Bachelor of Arts - BA","Computer Science"
2865,"Harvard University","Bachelor of Arts - BA",Music
2931,"Harvard University","Bachelor of Arts (B.A.)","Applied Mathematics"
5978,"Harvard University","Bachelor of Arts (B.A.)","Chemistry and Mathematics"
2490,"Harvard University","Bachelor of Arts (B.A.)","Computer Science"
2178,"Harvard University","Bachelor of Arts (B.A.)",Economics
1924,"Harvard University","Bachelor's degree","Computer Science"
1707,"Harvard University","Bachelor's degree","Computer Science and Physics"
2798,"Harvard University","Bachelor's degree","Computer Science and Statistics"
2267,"Harvard University","Bachelor's degree","Computer Scince"
4034,"Harvard University","Bachelor's degree",Economics
3899,"Harvard University","Bachelor's Degree","Minor Psychology"
1810,"Harvard University","Bachelor's degree",Music
2080,"Harvard University","Bachelor’s Degree","Computer Science"
2954,"Harvard University","Career Discovery","Urban Design"
2710,"Harvard University","Computer Science","Computer Science"
5622,"Harvard University","Data Analysis","Computer Science"
5628,"Harvard University","Doctor of Philosophy - PhD","Business Economics"
5629,"Harvard University","Doctor of Philosophy - PhD","International Relations"
5305,"Harvard University","Executive Education","Program on Negotiation and Leadership and Master Negotiator class"
1040,"Harvard University","Graduate Certificate Program",General
2350,"Harvard University","Harvard Beijing Academy","Harvard Beijing Academy"
6354,"Harvard University","HarvardX Data Science Professional Certificate ","HarvardX Data Science Professional Certificate "
5627,"Harvard University","High Dimensional Data Analysis","Computer Science"
2939,"Harvard University","Master of Arts (thesis pending)","Central Asia"
3847,"Harvard University","Master of Education (M.Ed.)","Arts in Education"
6049,"Harvard University","Master of Engineering - MEng","Electric Engineer"
2223,"Harvard University","Master of Science - MS","Computational Science and Engineering"
5322,"Harvard University","Master's degree","Design Engineering"
6344,"Harvard University",PhD,"Computer Science"
1708,"Harvard University","Summer Study Abroad","Summer Study Abroad"
2804,"Harvard University Graduate School of Arts and Sciences","Master of Engineering - ME","Computational Science and Engineering"
1517,"Harvestworks Digital Media Center, New York, NY","Max/MSP and Max 4 Live Certificate Study","Max/MSP and Max 4 Live Certificate Study"
4736,"Harvey Mudd College","2017 - 2021","2017 - 2021"
4904,"Harvey Mudd College","Bachelor of Arts","Computer Science & Cognitive Science Dual Major"
10,"Harvey Mudd College","Bachelor of Science - BS","Computer Science"
7434,"Harvey Mudd College","Bachelor of Science - BS","Computer Science and Politics"
2131,"Harvey Mudd College","Bachelor of Science - BS","Mathematics and Computer Science"
1628,"Harvey Mudd College","Bachelor of Science (BS)","Computer Science"
7470,"Harvey Mudd College","Bachelor of Science (BS)","Mathematics and Computer Science"
7418,"Harvey Mudd College","Bachelor's degree","Computer Science"
4255,"Harvey Mudd College",BS,"Computer Science"
1833,"Harvey Mudd College",BS,"Mathematics and Computer Science"
3987,"Háskóli Íslands","Bachelor's degree","Computer Science"
2058,"Haverford College","Bachelor of Science (BS)","Physics & Mathematics; Minor in Computer Science"
6667,"HCL BigFix Training","HCL BigFix Training","HCL BigFix Training"
5678,"HCT - EON Virtual Reality Innovation Academy","Certified AR/VR Developer Level 2","Virtual Reality / Augmented Reality Developer "
4957,"Health Opportunities High School","2015 - 2019","2015 - 2019"
6939,"Health, Medical and Technological jobs",BTech,"Electronics and Communication"
3697,"Health, Medical and Technological jobs","Master of Computer Applications (M.C.A.)","Computer Science"
5745,"HEC Paris","Master of Science - MS","Innovation and Entrepreneurship"
1660,Hefei,,
4350,"HEI - Hautes Etudes d'Ingénieur",Engineering,"Polytechnic engineering"
3504,"Helwan University Cairo","Bachelor of Science (B.Sc.)","Mathimatical Economic"
7428,"Helwan University Cairo","Bachelor's degree","Management Information Systems"
2280,"Henrico High School International Baccalaureate Program","High School","International Baccalaureate Program"
1730,"Henry Ford College","Associate’s Degree","Liberal Studies/ Computer Science"
857,"Heriot-Watt University","2005 - 2007","2005 - 2007"
4445,"Heriot-Watt University",MS,"Embedded Systems"
3363,"Heritage Christian High School","High School","College Prep"
369,"Heritage Institute of Technology","Bachelor of Technology","Computer Science"
2097,"Heritage Woods Secondary School","2011 - 2015","2011 - 2015"
1984,"Herricks High School","High School","High School"
5764,"Hewlett Packard HP (Mercury)",Certification,"Advanced Winrunner 7.5 QA Automation"
4389,Hewlett-Packard,"HP-UX System 10.X and Network Administration","HP-UX System 10.X and Network Administration"
6650,Hewlett-Packard,"Top Gun's Graduation Process","Top Gun's Graduation Process"
5258,"Heybeliada Naval High School",,
5596,"Hi-Tech college","Project Management","Advanced Project Management"
534,"Hicksville High School",,
4360,"High school (St. John's Senior Secondary School)","High School Certificate from the Central Board of Secondary Education (CBSE)","High School Certificate from the Central Board of Secondary Education (CBSE)"
