id,skill,category
3630,"Creative Coding","Other Skills"
751,"Creative Concept Design","Other Skills"
1925,"Creative Content Creation","Other Skills"
5108,"Creative Design","Other Skills"
6026,"Creative Development","Other Skills"
2004,"Creative Direction","Other Skills"
3098,"Creative Entrepreneurship","Other Skills"
1510,"Creative Ideation","Interpersonal Skills"
144,"Creative Problem Solving","Interpersonal Skills"
6225,"Creative Real Estate Investing","Other Skills"
1605,"Creative Skills","Other Skills"
3720,"Creative Solutions","Interpersonal Skills"
1101,"Creative Strategy","Industry Knowledge"
480,"Creative Writing","Industry Knowledge"
4052,"Creative Writing Workshops","Other Skills"
1286,"Creativity Skills","Interpersonal Skills"
364,Credit,"Industry Knowledge"
5915,"Credit Analysis","Industry Knowledge"
2595,"Credit Risk","Industry Knowledge"
3913,Creo,"Other Skills"
3599,"Creo Parametric","Other Skills"
5390,"Criminal Law","Industry Knowledge"
1261,"Crisis Communications","Industry Knowledge"
4763,"Crisis Management","Industry Knowledge"
2842,CRISPR,"Other Skills"
322,"Critical Thinking","Interpersonal Skills"
1376,CRM,"Industry Knowledge"
1428,"CRM Databases","Other Skills"
1913,"CRM Integration","Other Skills"
1625,Cron,"Other Skills"
1124,"Cross Functional Team Building","Other Skills"
2349,"Cross-browser Compatibility","Other Skills"
3722,"Cross-cultural Communication Skills","Other Skills"
6450,"Cross-cultural Competence","Other Skills"
4611,"Cross-cultural Teams","Other Skills"
2513,"Cross-functional Coordination","Other Skills"
759,"Cross-functional Team Leadership","Interpersonal Skills"
5122,"Cross-Functional Team Management","Industry Knowledge"
4994,"Cross-group Collaboration","Interpersonal Skills"
1560,"Cross-platform Development","Other Skills"
2525,"Cross-team Collaboration","Other Skills"
1471,CrossFit,"Other Skills"
5266,Crowdsourcing,"Other Skills"
916,Crucible,"Other Skills"
832,CruiseControl,"Other Skills"
5242,Cryptanalysis,"Other Skills"
1747,Crypto,"Other Skills"
1746,Cryptocurrency,"Other Skills"
646,Cryptography,"Other Skills"
1146,"Crystal Reports","Tools & Technologies"
6043,CSIBridge,"Tools & Technologies"
5995,CSLA,"Other Skills"
4482,CSPO,"Other Skills"
4438,CSpro,"Other Skills"
69,CSS,"Tools & Technologies"
1650,"CSS 3","Tools & Technologies"
516,"CSS Flexbox","Tools & Technologies"
6342,"CSS Sprites","Other Skills"
59,CSS3,"Tools & Technologies"
4078,CTA,"Other Skills"
5320,CTO,"Interpersonal Skills"
5299,Cubes,"Tools & Technologies"
378,Cucumber,"Other Skills"
993,CUDA,"Other Skills"
4263,"Cuerpo de gestión de proyectos de conocimiento (PMBOK)","Industry Knowledge"
5593,Culinary,"Industry Knowledge"
5590,"Culinary Skills","Industry Knowledge"
5848,"Cultural Awareness","Interpersonal Skills"
3200,"Cultural Diversity","Other Skills"
5850,"Cultural Sensitivity","Other Skills"
5661,"Culture Change","Interpersonal Skills"
6351,cURL,"Other Skills"
4903,"Curriculum Assessment","Other Skills"
967,"Curriculum Design","Industry Knowledge"
106,"Curriculum Development","Industry Knowledge"
4904,"Curriculum Mapping","Other Skills"
4988,"Custom Publishing","Other Skills"
3407,"Custom Web Parts","Other Skills"
4559,"Customer Acquisition","Industry Knowledge"
3516,"Customer Analysis","Other Skills"
5150,"Customer Development","Industry Knowledge"
6042,"Customer Education","Other Skills"
3047,"Customer Engagement","Industry Knowledge"
2053,"Customer Experience","Industry Knowledge"
3387,"Customer Experience Analysis","Other Skills"
3389,"Customer Experience Consulting","Other Skills"
4457,"Customer Experience Design","Other Skills"
2610,"Customer Experience Management","Other Skills"
5178,"Customer Focused Design","Other Skills"
4557,"Customer Insight","Industry Knowledge"
5603,"Customer Lifecycle Management","Other Skills"
5058,"Customer Onboarding","Other Skills"
1429,"Customer Outreach","Other Skills"
227,"Customer Relations","Industry Knowledge"
2179,"Customer Relationship Management","Industry Knowledge"
1314,"Customer Relationship Management (CRM)","Industry Knowledge"
2299,"Customer Retention","Industry Knowledge"
1011,"Customer Satisfaction","Industry Knowledge"
5206,"Customer Segmentation Strategy","Other Skills"
11,"Customer Service","Interpersonal Skills"
4169,"Customer Service Management","Interpersonal Skills"
5057,"Customer Success","Industry Knowledge"
1280,"Customer Support","Interpersonal Skills"
4993,Customer-focused,"Other Skills"
6174,"Customer-focused Service","Other Skills"
377,CVS,"Other Skills"
5552,CXF,"Other Skills"
5126,"Cyber Defense","Other Skills"
5894,"Cyber Operations","Other Skills"
4411,"Cyber-Physical Systems","Other Skills"
734,Cyber-security,"Industry Knowledge"
5893,"Cybercrime Investigation","Other Skills"
1373,Cybersecurity,"Industry Knowledge"
1284,Cycling,"Other Skills"
211,Cygwin,"Other Skills"
1013,"Cypher Query Language","Tools & Technologies"
2626,Cypress,"Other Skills"
2196,Cypress.io,"Tools & Technologies"
3580,Cython,"Tools & Technologies"
3438,D2D,"Other Skills"
437,D3,"Tools & Technologies"
299,D3.js,"Tools & Technologies"
2406,Dams,"Other Skills"
1515,Dance,"Industry Knowledge"
4852,DAO,"Other Skills"
4689,Dapp,"Tools & Technologies"
6449,Dapper,"Tools & Technologies"
2749,"Dark Fiber","Other Skills"
2049,Dart,"Other Skills"
6422,Dash,"Other Skills"
5300,Dashboard,"Other Skills"
6070,Dashboards,"Other Skills"
6194,"Data Aggregation","Other Skills"
184,"Data Analysis","Industry Knowledge"
5489,"Data Analysis ","Industry Knowledge"
329,"Data Analytics","Other Skills"
4028,"Data aquisition","Other Skills"
2994,"Data Architects","Other Skills"
2301,"Data Architecture","Industry Knowledge"
2588,"Data Audit","Other Skills"
4338,"Data Backup Solutions","Other Skills"
1383,"Data Center","Industry Knowledge"
5008,"Data Centre Architecture","Other Skills"
3672,"Data Classification","Other Skills"
6487,"Data Cleaning","Other Skills"
656,"Data Collection","Industry Knowledge"
3588,"Data Compression","Other Skills"
4106,"Data Conversion","Other Skills"
5054,"Data Domain","Other Skills"
459,"Data Engineering","Other Skills"
304,"Data Entry","Industry Knowledge"
3610,"Data Ethics","Industry Knowledge"
5921,"Data Extraction","Other Skills"
2998,"Data Governance","Other Skills"
2533,"Data Guard","Other Skills"
6415,"Data Infrastructure","Other Skills"
6486,"Data Ingestion","Industry Knowledge"
2353,"Data Integration","Industry Knowledge"
2586,"Data Integrity","Other Skills"
4638,"Data Lakes","Other Skills"
4192,"Data Loss Prevention","Other Skills"
306,"Data Management","Industry Knowledge"
4107,"Data Mapping","Other Skills"
5025,"Data Marts","Other Skills"
305,"Data Migration","Industry Knowledge"
217,"Data Mining","Industry Knowledge"
757,"Data Modeling","Industry Knowledge"
6333,"Data Network Design","Other Skills"
3955,"Data Pipelines","Other Skills"
601,"Data Presentation","Other Skills"
3377,"Data Processing","Industry Knowledge"
5020,"Data Protection Manager","Tools & Technologies"
3013,"Data Quality","Other Skills"
1405,"Data Reconciliation","Other Skills"
4339,"Data Recovery","Other Skills"
4586,"Data Reporting","Other Skills"
323,"Data Science","Industry Knowledge"
991,"Data Scraping","Other Skills"
2357,"Data Security","Other Skills"
3570,"Data Storage","Other Skills"
2724,"Data Streaming","Other Skills"
6343,"Data structure","Industry Knowledge"
22,"Data Structures","Industry Knowledge"
2048,"Data Structures and Algorithms","Industry Knowledge"
2576,"Data Transfer","Other Skills"
860,"Data Visualization","Industry Knowledge"
5756,"Data Warehouse","Industry Knowledge"
2843,"Data Warehouse Architecture","Other Skills"
593,"Data Warehousing","Industry Knowledge"
2993,"Data Wrangling","Other Skills"
3614,"Data-driven Decision Making","Other Skills"
3130,Database,"Tools & Technologies"
5027,"Database Admin","Industry Knowledge"
1141,"Database Administration","Industry Knowledge"
4218,"Database Applications","Other Skills"
3923,"Database Architecture","Industry Knowledge"
153,"Database Design","Industry Knowledge"
1151,"Database Development","Other Skills"
3584,"Database Management","Industry Knowledge"
770,"Database Management System (DBMS)","Other Skills"
4558,"Database Marketing","Industry Knowledge"
3841,"Database Modeling","Other Skills"
4217,"Database Monitoring","Other Skills"
4829,"Database Programming","Tools & Technologies"
1158,"Database Queries","Other Skills"
6515,"Database Servers","Other Skills"
4216,"Database Tools","Other Skills"
5996,"Database Triggers","Other Skills"
131,Databases,"Tools & Technologies"
3335,Datadog,"Tools & Technologies"
4020,DataFlex,"Other Skills"
5879,"Dataiku DSS","Tools & Technologies"
1167,Datasets,"Other Skills"
3223,DAX,"Other Skills"
2029,DB2,"Tools & Technologies"
5642,DB2/SQL,"Other Skills"
6132,Dbase,"Other Skills"
1201,DBeaver,"Tools & Technologies"
465,DBMS,"Other Skills"
1009,DCF,"Other Skills"
5997,DCL,"Other Skills"
2069,DCOM,"Other Skills"
824,DDD,"Other Skills"
2964,DDS,"Other Skills"
2822,"Deadline Oriented","Other Skills"
2823,Debate,"Other Skills"
2128,Debian,"Tools & Technologies"
6358,Debuggers,"Other Skills"
515,Debugging,"Industry Knowledge"
519,"Debugging Code","Other Skills"
6136,"DEC Alpha","Other Skills"
2501,"Decentralized Applications (DApps)","Tools & Technologies"
3675,"Decision Analysis","Other Skills"
4575,"Decision Making","Interpersonal Skills"
4896,"Decision Support","Other Skills"
5498,"Decision Trees","Other Skills"
3011,Decision-Making,"Interpersonal Skills"
6069,DECnet,"Other Skills"
5597,Decorating,"Other Skills"
4355,Deduplication,"Other Skills"
508,"Deep Learning","Industry Knowledge"
3083,"Deep Neural Networks (DNN)","Tools & Technologies"
2207,"Deep Tissue Massage","Industry Knowledge"
2619,"Defect Logging","Other Skills"
4886,"Defect Tracking","Industry Knowledge"
1243,Defense,"Industry Knowledge"
562,Delegation,"Other Skills"
2937,"Dell Computers","Other Skills"
4796,"Dell KACE","Other Skills"
4578,"Dell PowerEdge Servers","Other Skills"
1868,Delphi,"Tools & Technologies"
4129,"Demand Generation","Industry Knowledge"
6468,"Demand Planning","Industry Knowledge"
2893,"Dental Software","Other Skills"
1892,"Dependency Injection","Other Skills"
5004,"Deployment Planning","Other Skills"
2658,Derby,"Other Skills"
1702,Derivatives,"Industry Knowledge"
5523,"Desarrollo de iOS","Industry Knowledge"
6047,"Desarrollo de productos","Industry Knowledge"
4680,"Desarrollo de sitios web","Industry Knowledge"
4257,"Desarrollo de software","Industry Knowledge"
2099,"Desarrollo empresarial","Industry Knowledge"
5524,"Desarrollo web","Industry Knowledge"
5949,"Desenvolvimento de software","Industry Knowledge"
1371,Design,"Industry Knowledge"
4838,"Design Control","Industry Knowledge"
5948,"Design de interface do usuário","Industry Knowledge"
5085,"Design Direction","Other Skills"
2177,"Design Engineering","Industry Knowledge"
5959,"Design for Manufacturing","Industry Knowledge"
1507,"Design Management","Industry Knowledge"
236,"Design Patterns","Industry Knowledge"
3101,"Design Principles","Industry Knowledge"
3819,"Design Research","Industry Knowledge"
6302,"Design Review","Other Skills"
2017,"Design Sprints","Tools & Technologies"
4617,"Design Systems","Other Skills"
988,"Design Thinking","Interpersonal Skills"
2236,"Design Workshops","Other Skills"
4715,Designing,"Industry Knowledge"
5198,Designs,"Industry Knowledge"
2644,"Desktop Administration","Other Skills"
4954,"Desktop Application Development","Other Skills"
2645,"Desktop Application Support","Other Skills"
3898,"Desktop Computers","Other Skills"
2646,"Desktop Deployment","Other Skills"
2376,"Desktop Publishing","Industry Knowledge"
2260,"Desktop Support","Other Skills"
2949,"Desktop Support Management","Other Skills"
3246,"Dev C++","Other Skills"
6440,"Dev Ops","Other Skills"
4322,"Developer Relations","Other Skills"
1468,"Developer Tools","Other Skills"
1817,"Development Economics","Other Skills"
5838,"Development Management","Other Skills"
3719,"Development Operations","Other Skills"
5885,"Développement pour Android","Industry Knowledge"
3826,DevExpress,"Other Skills"
3827,"DevExpress Controls","Other Skills"
1754,"Device Drivers","Tools & Technologies"
929,DevOps,"Other Skills"
2233,DevSecOps,"Other Skills"
3858,DevTrack,"Other Skills"
5322,Dexterity,"Other Skills"
4850,DFD,"Other Skills"
2292,DHCP,"Industry Knowledge"
700,DHTML,"Other Skills"
569,"Differential Equations","Other Skills"
1481,"Differentiated Instruction","Industry Knowledge"
5852,"Difficult Situations","Other Skills"
2314,"Digital Art","Other Skills"
4742,"Digital Asset Management","Other Skills"
3917,"Digital Audio","Other Skills"
4393,"Digital Audio Workstations","Other Skills"
2903,"Digital Business Development","Other Skills"
4741,"Digital Cinema","Other Skills"
1697,"Digital Circuit Design","Other Skills"
1041,"Digital Consoles","Other Skills"
4811,"Digital Design","Other Skills"
1699,"Digital Designs","Other Skills"
4799,"Digital Electronics","Industry Knowledge"
6386,"Digital Fabrication","Other Skills"
4215,"Digital Forensics","Other Skills"
4277,"Digital Illustration","Industry Knowledge"
3136,"Digital Image Processing","Other Skills"
2829,"Digital Imaging","Industry Knowledge"
5035,"Digital Influence","Other Skills"
496,"Digital Marketing","Industry Knowledge"
99,"Digital Media","Industry Knowledge"
427,"Digital Photography","Industry Knowledge"
4033,"Digital Printing","Industry Knowledge"
5281,"Digital Publishing","Industry Knowledge"
4867,"Digital Rights","Other Skills"
1415,"Digital Signal Processing","Other Skills"
4561,"Digital Signal Processors","Industry Knowledge"
495,"Digital Strategy","Industry Knowledge"
4125,"Digital Supply Chain","Other Skills"
4124,"Digital Transformation","Other Skills"
4737,"Digital TV","Other Skills"
1130,"Digital Video","Industry Knowledge"
2219,"Dimensional Modeling","Other Skills"
1839,"Dimensionality Reduction","Other Skills"
4376,Diplomacy,"Interpersonal Skills"
4270,Dirección,"Interpersonal Skills"
3049,"Direct Client Interaction","Other Skills"
4030,"Direct Mail","Industry Knowledge"
2472,"Direct Marketing","Industry Knowledge"
1911,"Direct Sales","Industry Knowledge"
3181,Direct3D,"Other Skills"
4182,"Director level","Other Skills"
6250,Directors,"Other Skills"
3400,"Directory Services","Other Skills"
1956,DirectX,"Other Skills"
5805,DIS,"Other Skills"
1872,"Disaster Recovery","Industry Knowledge"
1276,"Disaster Response","Industry Knowledge"
5880,Discord,"Tools & Technologies"
1545,"Discrete Event Simulation","Other Skills"
360,"Discrete Mathematics","Other Skills"
4297,"Diseño de sistemas educativos","Industry Knowledge"
4295,"Diseño web","Industry Knowledge"
2704,Dishwashing,"Other Skills"
5339,"Display Advertising","Industry Knowledge"
5468,"Distance Learning","Industry Knowledge"
3642,"Distributed Algorithms","Other Skills"
3644,"Distributed Applications","Other Skills"
2726,"Distributed Caching","Other Skills"
3325,"Distributed Databases","Other Skills"
4042,"Distributed Development","Other Skills"
2067,"Distributed File Systems","Other Skills"
3646,"Distributed Simulation","Other Skills"
156,"Distributed Systems","Industry Knowledge"
4692,"Distributed Team Management","Interpersonal Skills"
6229,"Distributed Teams","Other Skills"
561,"Diversity & Inclusion","Other Skills"
54,Django,"Tools & Technologies"
1714,"Django ","Tools & Technologies"
1455,"Django Rest Framework","Tools & Technologies"
3237,DJing,"Industry Knowledge"
6495,DLNA,"Other Skills"
4489,DLP,"Other Skills"
5410,DMAIC,"Industry Knowledge"
4077,DNA,"Industry Knowledge"
957,DNS,"Industry Knowledge"
5288,"DNS Administration","Other Skills"
4247,"DNS Server","Other Skills"
4914,DO-178B,"Other Skills"
4483,DocBook,"Other Skills"
4306,Docencia,"Interpersonal Skills"
257,Docker,"Tools & Technologies"
6301,"Docker Compose","Tools & Technologies"
111,"Docker Products","Tools & Technologies"
4970,"Docker Swarm","Tools & Technologies"
3836,Doctrine,"Other Skills"
5694,"Document Automation","Other Skills"
3158,"Document Capture","Other Skills"
1143,"Document Management","Industry Knowledge"
522,"Document Object Model (DOM)","Other Skills"
6152,"Document Processing","Other Skills"
4311,"Document Type Definition (DTD)","Other Skills"
2315,Documentation,"Industry Knowledge"
5853,Documentations,"Industry Knowledge"
3728,DoD,"Industry Knowledge"
2601,Dodd-Frank,"Other Skills"
3572,Dojo,"Other Skills"
1478,DOM,"Other Skills"
6393,"Domain Controller","Other Skills"
6392,"Domain Management","Other Skills"
4156,"Domain Migrations","Other Skills"
2546,"Domain Name System (DNS)","Industry Knowledge"
3314,"Domain-Driven Design (DDD)","Other Skills"
4769,"DOS commands","Other Skills"
4004,"Dosage Calculations","Other Skills"
6315,"Dot Net","Tools & Technologies"
6212,DoubleClick,"Other Skills"
3677,"Downhill Skiing","Other Skills"
2790,Doxygen,"Other Skills"
5725,DPM,"Other Skills"
4011,Drafting,"Industry Knowledge"
3957,Drainage,"Industry Knowledge"
2009,Draping,"Other Skills"
736,Drawing,"Industry Knowledge"
776,Dreamweaver,"Tools & Technologies"
3725,"Drill Press","Other Skills"
4423,"Driven By Results","Interpersonal Skills"
2222,DRM,"Other Skills"
6453,Dropwizard,"Other Skills"
4312,Druid,"Tools & Technologies"
1121,Drupal,"Tools & Technologies"
2908,DSP,"Industry Knowledge"
6428,DTD,"Other Skills"
4387,DTS,"Other Skills"
756,"Due Diligence","Industry Knowledge"
4758,"DUE DILLIGENCE","Industry Knowledge"
5490,Dust,"Other Skills"
2655,Dying,"Other Skills"
2633,"Dynamic Host Configuration Protocol (DHCP)","Industry Knowledge"
4556,"Dynamic pricing","Other Skills"
3812,"Dynamic Programming","Other Skills"
3704,"Dynamic Simulation","Other Skills"
1581,"Dynamical Systems","Other Skills"
5323,"Dynamics AX","Other Skills"
5318,"Dynamics CRM","Tools & Technologies"
5321,"Dynamics GP","Other Skills"
3968,Dynamo,"Other Skills"
3788,Dynatrace,"Other Skills"
3965,E-business,"Other Skills"
607,E-commerce,"Industry Knowledge"
4213,E-Discovery,"Industry Knowledge"
4274,E-Learning,"Industry Knowledge"
4814,"E-newsletter Design","Other Skills"
4307,E-payments,"Other Skills"
210,"Eagle PCB","Other Skills"
4176,EAI,"Other Skills"
4632,"Early-stage Startups","Other Skills"
3205,"Earth Science","Industry Knowledge"
2400,"Earthquake Engineering","Other Skills"
2401,"Earthquake Resistant Design","Other Skills"
3817,"Easily Adaptable","Interpersonal Skills"
1709,EasyMock,"Other Skills"
731,EC2,"Other Skills"
134,Eclipse,"Tools & Technologies"
4547,"Eclipse CDT","Other Skills"
142,"Eclipse IDE","Tools & Technologies"
3147,"Eclipse RCP","Other Skills"
2493,ECMAScript,"Tools & Technologies"
1340,"ECMAScript 6","Tools & Technologies"
880,Ecology,"Industry Knowledge"
4626,ecommerce,"Industry Knowledge"
5324,eConnect,"Other Skills"
864,"Econometric Modeling","Other Skills"
1210,Econometrics,"Industry Knowledge"
6030,"Economic Data Analysis","Other Skills"
3292,"Economic Research","Other Skills"
346,Economics,"Industry Knowledge"
3640,EDA,"Other Skills"
2487,EDI,"Industry Knowledge"
4301,"Edición de audio","Industry Knowledge"
4302,"Edición de imágenes","Industry Knowledge"
4300,"Edición de vídeo","Industry Knowledge"
84,Editing,"Industry Knowledge"
973,Editorial,"Other Skills"
6147,"Editorial Calendars","Other Skills"
1559,"Editorial Process","Other Skills"
4294,"Educación superior","Industry Knowledge"
965,Education,"Industry Knowledge"
5175,"Education Policy","Other Skills"
635,"Educational Leadership","Interpersonal Skills"
6298,"Educational Outreach","Other Skills"
1483,"Educational Technology","Tools & Technologies"
6093,Educator,"Industry Knowledge"
3833,"Effective Presentation Skills","Interpersonal Skills"
3940,EHR,"Other Skills"
2711,EIGRP,"Other Skills"
1954,EJB,"Tools & Technologies"
5028,"Ektron Content Management System","Other Skills"
3595,"Elastic Load Balancing","Other Skills"
927,"Elastic Stack (ELK)","Tools & Technologies"
696,ElasticSearch,"Tools & Technologies"
4743,"Electric Vehicles","Other Skills"
2318,"Electrical Design","Industry Knowledge"
981,"Electrical Engineering","Industry Knowledge"
2570,"Electrical Plans","Other Skills"
1978,"Electrical Troubleshooting","Industry Knowledge"
2561,"Electrical Wiring","Industry Knowledge"
2367,Electricians,"Industry Knowledge"
4631,"Electricity Markets","Other Skills"
3795,"Electronic Circuit Design","Other Skills"
5675,"Electronic Data Interchange (EDI)","Industry Knowledge"
5279,"Electronic Health Records","Other Skills"
4136,"Electronic Medical Record (EMR)","Tools & Technologies"
3250,"Electronic Trading","Industry Knowledge"
3308,"Electronic Trading Systems","Other Skills"
1565,Electronics,"Industry Knowledge"
997,"Electronics Repair","Other Skills"
4800,"Electronics Workbench","Industry Knowledge"
1480,"Elementary Education","Industry Knowledge"
5231,"Elevator Pitch","Other Skills"
3477,Elixir,"Other Skills"
3578,Elm,"Other Skills"
5164,Eloqua,"Other Skills"
3075,Emacs,"Other Skills"
3835,"Emacs Lisp","Other Skills"
3983,"Email Deliverability","Other Skills"
498,"Email Marketing","Industry Knowledge"
5174,"Email Newsletter Design","Other Skills"
1780,"Embedded C","Tools & Technologies"
1787,"Embedded C++","Other Skills"
1753,"Embedded Linux","Tools & Technologies"
4960,"Embedded Operating Systems","Other Skills"
1570,"Embedded Software","Tools & Technologies"
1785,"Embedded Software Programming","Other Skills"
1686,"Embedded Solutions","Tools & Technologies"
6236,"Embedded SQL","Other Skills"
1567,"Embedded Systems","Tools & Technologies"
744,Ember.js,"Other Skills"
5053,"EMC Networker","Other Skills"
4539,"EMC Storage","Other Skills"
2249,EMC2,"Other Skills"
2321,"Emergency Management","Industry Knowledge"
4173,"Emergency Planning","Other Skills"
2254,"Emerging Technologies","Industry Knowledge"
3104,"Emotional Intelligence","Interpersonal Skills"
5239,"Empirical Research","Other Skills"
5877,"Employee Engagement","Interpersonal Skills"
4181,"Employee Relations","Interpersonal Skills"
4717,"Employee Training","Interpersonal Skills"
3939,EMR,"Tools & Technologies"
3534,EMS,"Industry Knowledge"
5424,EMT,"Other Skills"
4214,EnCase,"Other Skills"
4863,Encoding,"Other Skills"
639,Encryption,"Other Skills"
2279,"End to End Delivery","Other Skills"
1270,"End User Research","Other Skills"
2938,"End User Training","Other Skills"
2142,"End-to-end Testing","Other Skills"
3542,Endorsements,"Other Skills"
4193,"Endpoint Security","Other Skills"
3059,Endur,"Other Skills"
2411,Enercalc,"Other Skills"
2364,Energy,"Industry Knowledge"
3002,"Energy Audits","Industry Knowledge"
2947,"Energy Conservation","Industry Knowledge"
1532,"Energy Efficiency","Industry Knowledge"
2944,"Energy Management","Industry Knowledge"
2859,"Energy Systems","Other Skills"
5693,"Engagement Management","Other Skills"
556,Engineering,"Industry Knowledge"
1209,"Engineering Data Management","Other Skills"
2874,"Engineering Design","Industry Knowledge"
1840,"Engineering Leadership","Other Skills"
1293,"Engineering Management","Interpersonal Skills"
5832,"Engineering Manager","Interpersonal Skills"
3674,"Engineering Statistics","Other Skills"
339,English,Languages
2969,"English as a Second Language (ESL)",Languages
3840,"English to Spanish","Other Skills"
3999,"English Translation","Other Skills"
6433,English-Spanish,"Other Skills"
2732,"Enjoy New Challenges","Other Skills"
3925,Ensemble,"Other Skills"
4296,"Enseñanza superior","Industry Knowledge"
2167,"Enterprise Architecture","Industry Knowledge"
4897,"Enterprise Content Management","Industry Knowledge"
6117,"Enterprise Data","Other Skills"
3784,"Enterprise Design Patterns","Other Skills"
6265,"Enterprise GIS","Other Skills"
5120,"Enterprise Integration","Other Skills"
6251,"Enterprise IT Infrastructure","Other Skills"
5246,"Enterprise IT Strategy","Other Skills"
373,"Enterprise JavaBeans (EJB)","Tools & Technologies"
4610,"Enterprise Library","Other Skills"
6151,"Enterprise Management Systems","Other Skills"
3944,"Enterprise Marketing","Other Skills"
5545,"Enterprise Messaging","Other Skills"
5023,"Enterprise Mobility","Other Skills"
5946,"Enterprise Portals","Other Skills"
6148,"Enterprise Resource Planning","Industry Knowledge"
4697,"Enterprise Resource Planning (ERP)","Industry Knowledge"
4762,"Enterprise Risk Management","Industry Knowledge"
3950,"Enterprise Search","Industry Knowledge"
5245,"Enterprise Security","Other Skills"
2961,"Enterprise Social Networking","Other Skills"
1277,"Enterprise Software","Tools & Technologies"
6238,"Enterprise Solution Sales","Other Skills"
4195,"Enterprise Storage","Other Skills"
6240,"Enterprise Technology Sales","Other Skills"
542,Entertainment,"Industry Knowledge"
357,"Entity Framework","Tools & Technologies"
5824,"Entity Framework (EF) Core","Tools & Technologies"
88,Entrepreneurship,"Industry Knowledge"
4018,ENVI,"Other Skills"
316,"Environmental Awareness","Industry Knowledge"
2112,"Environmental Consulting","Industry Knowledge"
882,"Environmental Education","Industry Knowledge"
3001,"Environmental Engineering","Industry Knowledge"
1324,"Environmental Health","Industry Knowledge"
2113,"Environmental Management Systems","Industry Knowledge"
876,"Environmental Science","Industry Knowledge"
4894,Epic,"Tools & Technologies"
4135,"Epic Bridges","Industry Knowledge"
3682,"Epic Systems","Tools & Technologies"
1321,Epidemiology,"Industry Knowledge"
2171,EPiServer,"Other Skills"
4926,EPM,"Other Skills"
363,Equities,"Industry Knowledge"
2330,"Equity Derivatives","Industry Knowledge"
5698,"Equity Funding","Other Skills"
2450,"Equity Research","Industry Knowledge"
3248,"Equity Trading","Industry Knowledge"
6073,"Equity Valuation","Other Skills"
3715,ERD,"Other Skills"
6113,"ERDAS Imagine","Other Skills"
1061,Erlang,"Other Skills"
2632,ERP,"Industry Knowledge"
4701,"ERP Implementations","Other Skills"
1915,"ERP Software","Other Skills"
4847,Erwin,"Other Skills"
115,ES6,"Tools & Technologies"
5219,ESB,"Other Skills"
4447,ESL,Languages
3565,ESLint,"Tools & Technologies"
2957,ESM,"Other Skills"
3232,ESP,"Other Skills"
4291,Español,Languages
2649,Espresso,"Other Skills"
2051,ESRI,"Other Skills"
4927,"ESRI ArcGIS","Tools & Technologies"
1799,Essays,"Other Skills"
2216,Essbase,"Other Skills"
4647,"Establishing Strategic Partnerships","Other Skills"
4285,"Estrategia empresarial","Industry Knowledge"
2398,ETABS,"Other Skills"
2502,Ethereum,"Tools & Technologies"
2635,Ethernet,"Industry Knowledge"
3615,"Ethical Decision Making","Other Skills"
4528,"Ethical Hacker","Other Skills"
5684,"Ethical Hacking","Other Skills"
2430,Ethics,"Other Skills"
5269,Ethnography,"Other Skills"
1717,ETL,"Industry Knowledge"
3229,"ETL Testing","Other Skills"
531,"ETL Tools","Other Skills"
5167,Eureka,"Other Skills"
3919,"Eureka ","Other Skills"
6021,Evangelism,"Other Skills"
3766,"Event Driven Programming","Other Skills"
97,"Event Management","Industry Knowledge"
5204,"Event Marketing","Other Skills"
837,"Event Photography","Industry Knowledge"
77,"Event Planning","Industry Knowledge"
6033,"Event Processing","Other Skills"
2103,"Events Coordination","Industry Knowledge"
5103,"Evolutionary Computation","Other Skills"
783,"Exact Target","Other Skills"
1549,Excavation,"Other Skills"
239,Excel,"Tools & Technologies"
4950,"Excel Dashboards","Other Skills"
5538,"Excel Services","Other Skills"
2764,"Excellent Communication","Interpersonal Skills"
2763,"Excellent Customer Service","Interpersonal Skills"
2765,"Excellent Interpersonal Skills","Interpersonal Skills"
3653,Excels,"Tools & Technologies"
2670,"Exchange ActiveSync","Other Skills"
5888,"Exchange server","Tools & Technologies"
5387,"Execution of Business Plans","Other Skills"
5428,"Executive Coaching","Interpersonal Skills"
3986,"Executive Leadership","Other Skills"
4599,"Executive Management","Interpersonal Skills"
5359,"Executive Relationships","Other Skills"
6185,"Executive Search","Industry Knowledge"
2963,"Executive Support","Other Skills"
1180,Expenses,"Other Skills"
5197,"Experience Design","Industry Knowledge"
244,"Experienced Traveler","Other Skills"
4027,"Experimental Analysis","Other Skills"
180,"Experimental Design","Other Skills"
4634,"Expert Witness","Other Skills"
3764,"Exploratory Data Analysis","Other Skills"
3421,"Exploratory Testing","Other Skills"
258,Express,"Other Skills"
63,Express.js,"Other Skills"
1674,"Expression Blend","Other Skills"
6369,"Expression Design","Other Skills"
6368,"Expression Web","Other Skills"
3128,ExpressJs,"Other Skills"
1987,"Ext JS","Other Skills"
4359,"Extemporaneous Speaking","Other Skills"
2245,ExtJS,"Other Skills"
1273,"Extract, Transform, Load (ETL)","Industry Knowledge"
834,"Extreme Programming","Other Skills"
1648,F#,"Other Skills"
2634,"F5 BigIP","Other Skills"
804,FAAS,"Other Skills"
5139,"Face-to-face Communication","Other Skills"
475,Facebook,"Tools & Technologies"
2276,"facebook Ads","Other Skills"
