id,position,company_name
15561,"Developer Intern","Benetta Corporation"
6896,"Developer Intern","Center for Open Science"
17531,"Developer Intern",Coinsetter
1384,"Developer Intern",IBM
3888,"Developer Intern","minds + assembly"
14926,"Developer Intern","MRU Holdings, Student Loan Lending Services"
20765,"Developer Intern","New York University"
4868,"Developer Intern",RBC
7508,"Developer Intern","VIA Rail Canada"
20348,"Developer Intern for IBM Watson",IBM
2843,"Developer Internship","minds + assembly"
16963,"Developer Lead",Infosys
17298,"Developer Manager",Corelytics
11607,"Developer Manager",Microsoft
12384,"Developer of Robotics Technologies",Independent
9592,"Developer Relations Engineer (Palm webOS)",Hewlett-Packard
12639,"Developer Relations PM, North America Region",Microsoft
9586,"Developer Relations, Cloud Advocacy",Microsoft
9588,"Developer Relations, Dev Education",Slack
9589,"Developer Relations, Manager & Staff Developer Advocate","Nexmo, the Vonage API Platform"
16482,"Developer Solution Specialist","Microsoft Singapore Pte Ltd"
10681,"Developer Student Club (Member)",Google
10031,"Developer Support Engineer",Microsoft
18968,"Developer Support Engineer - MS SQL Server (Dallas, TX - US)","Microsoft Corp"
20813,"Developer, AUIA Research Project","USC Ming Hsieh Institute - Department of Electrical Engineering"
13901,"Developer, Mac Office",Microsoft
17024,"Developer, Technical Consultant","HH Consult A/S"
17796,"Developer, Test","The New Teacher Project"
19568,"Developer, Test & Customer Support Manager",Microrim
12430,"Developer/ Consultant","Mastech, Inc"
15658,"Developer/ Lead (Gamification | Fintech)","DBS Bank"
17148,Developer/Contractor,AllPrints.com
225,"Developer/Data Engineer","Pendo Systems"
20558,Developer/Designer,"Indie Developer"
20557,Developer/Designer,WMPoweruser.com
4746,"Development Center Manager",CrossUSA
4125,"Development Consultant",CitiusTech
17809,"Development Consultant",Microsoft
5450,"Development Consultant",TaskyMedia
14258,"Development Engineer","Aditi Technologies"
11997,"Development Engineer","Anderson Electric Controls, Kent WA"
9387,"Development Engineer","E I duPont de Nemours & Co. - Newark, DE"
17798,"Development Intern",Reuters
10046,"Development Intern",Rosum
5677,"Development Intern","Seeds of Africa"
4333,"Development Intern",Sony
10045,"Development Intern","Trimble Outdoors"
9395,"Development Lead",Microsoft
19490,"Development Lead","Microsoft Corp"
12428,"Development Lead","Microsoft Corporation"
11193,"Development Lead","SDL Inc."
16325,"Development Lead","SG Digital (Division of Scientific Games Corporation)"
15657,"Development Lead (Channels and eKYC | Fintech)","OneConnect Financial Technology"
4568,"Development Lead, Editorial systems","Atex, Inc."
14485,"Development Manager","Algonquin Studios"
14011,"Development Manager","CA Technologies"
18358,"Development Manager",Correctnet
9005,"Development Manager",Infospace
19567,"Development Manager",Microrim
19565,"Development Manager",Microsoft
10253,"Development Manager","The NetCircle"
11542,"Development Manager",Vertafore
18215,"Development Manager - Hotmail, MSN Calendar","Microsoft Corporation"
15782,"Development Manager / Lead Developer",CA
11782,"Development Manager and Lead Engineer","American Seafoods"
14301,"Development Team Lead, Senior Software Developer","MIG & Co."
19384,"Development Team Leader / Project Manager",Tieto
16046,"Development Team Manager - FederationWeb (acquired by Cordys)",Cordys
16151,"Development Writer/Editor","Center on Budget and Policy Priorities"
13537,"Development. Publishing Domain. PEARSON. Noida. Chicago.","HCL Technologies"
16366,"Développeur web","Centre Régional de Documentation Pédagogique (Ministère de l'Education Nationale)"
16365,"Développeur web","Digital Virgo"
17225,"Développeur Web stagiaire - OuiSportSpirit dynamic Website.(stage en entreprise)",OuiSportSpirit
11695,"Device Driver Software Engineer","Microsoft - Seattle, WA"
2114,"Device Engineering Intern",Alarm.com
18082,Devloper,DPCI
3519,DevOps,"Pile of Floof, LLC"
9035,"DevOps / Service Engineer","Microsoft - HCL America"
9034,"DevOps / Service Engineer","Murphy and Associates"
10701,"DevOps Architecture Consultant","GMB Consultancy"
987,"DevOps Automation Engineer I",Stelligent
18055,"DevOps Discipline Lead","Dell EMC"
4410,"DevOps Engineer",CompStak®
10405,"DevOps Engineer",Microsoft
4799,"DevOps Engineer","Sagitec Solutions"
14215,"DevOps Engineer",Teradata
11615,"DevOps Engineer (SE 2)",Microsoft
14216,"DevOps Engineer Intern",Teradata
19854,"DevOps Engineering Intern",opsZero
8838,"DevOps Inter","优必爱信息技术（北京）有限公司（UBiAi Technology）"
4413,"DevOps Intern","Yellow Hammer Media Group"
18054,"DevOps Lead","Dell EMC"
19401,"DevOps Software Engineer",Accenture
2766,"DevOps Software Engineer",Symbiont
18053,"DevOps-Cloud Native Applications Solution Lead","Dell EMC"
15879,"DEVOPS/RELEASE AUTOMATION LEAD (MicroSoft Azure)","Homebridge Financial Services, Inc."
1831,"DevOps/Software Engineer","Advance Digital"
5566,DevShowdown,"Open Source"
9692,"Diagnostic Software Engineer","Cisco Systems"
215,"Diagnostic Technician","Roche Molecular Systems"
12753,"Digital Analyst","DigitalZap | Digital Marketing Agency"
11318,"Digital Audio Network Architect","EDnet.net, now an Onstream Media company"
14673,"Digital Brand Marketing & Global Brand Positioning Specialist","S.A.M.A.R.A.T.S. Uday Thombre Productions"
13550,"Digital Electronics Lab Instructor","NYU Steinhardt School of Culture, Education, and Human Development"
2626,"Digital expert","McKinsey & Company"
1776,"Digital Intern","Partnership for Drug-Free Kids"
15957,"Digital Lead / UX Architect",Imagination
8579,"Digital Learning Video Editor","Kronos Incorporated"
9126,"Digital Logic - Teaching Assistant","University of Notre Dame"
2192,"Digital Manager and Retoucher.","Vanessa Stevens + Company / Raymond Meier Studio"
7099,"Digital Marketing and Web Operations Intern","Canon USA"
1280,"Digital Marketing Apprentice",CO•OP
16222,"Digital Marketing Consultant","MBH Advocates & Legal Consultants"
18308,"Digital Marketing Consultant Trainee","WSI España"
3639,"Digital Marketing Intern","CVISION Technologies, Inc."
257,"Digital Marketing Intern","Pratham USA"
2415,"Digital Marketing Intern, E-commerce","Michael Kors"
2414,"Digital Marketing Intern, Ecommerce","Michael Kors"
1779,"Digital Media Production Intern","Sesame Workshop"
17950,"Digital New Grad","Rogers Communications"
1535,"Digital Platforms Assistant","SFMOMA San Francisco Museum of Modern Art"
3375,"Digital Producer/Lead QA Engineer","Deutsch NY"
5128,"Digital Production Intern","FCB Health"
2974,"Digital Sales/Marketing Software Engineer II","JPMorgan Chase & Co."
13546,"Digital Signal Processing Consulting",Various
19453,"Digital Technology Intern",Halliburton
19444,"Digital Technology Leadership Program (DTLP)",GE
3383,"Digital Training Associate","Vanderbilt University"
14444,"Digital Transformation Strategist ","Axis Group"
14939,"Digital Transformation/Solutions Expert- Managing Partner/President","Cwave Solutions LLC"
1542,"Digital Travel | Making Remote Travel Plans ","Open Source"
21103,"Digital Video Producer","AR Compware"
13325,"Dir. Specialist - GBB",Microsoft
11229,"Directed Research, USC, Los Angeles, CA","University of Southern California"
17299,Director,"Collective Consulting"
10420,Director,"Disruption Lab at Gies"
19471,Director,"Lemann Creative Learning Program, MIT Media Lab"
18029,Director,Mezocliq
19718,Director,Microsoft
16431,Director,"Profound Ideation Inc."
14651,Director,PwC
13302,Director,"Python Software Foundation"
18059,Director,"Sogeti USA LLC"
9058,Director,"Tallaringa Digital"
9505,Director,"USETIC C. A."
9083,Director,"Valinor Inc"
9463,Director,Visa
12938,Director,"Women Who Code Delhi"
10888,"Director - Ad Platform Engineering",YP
9061,"Director - Business Engagement & Transformation",Diageo
14936,"Director - Chief Enterprise Solutions Architect","Wipro Limited"
14954,"Director - Cloud Solutions Architecture","NorthBay Solutions"
15619,"Director - Founder","Alcade Solutions LLC"
9060,"Director - Global Head of Data and Analytics",Diageo
14443,"Director - Governance & Automation","Axis Group"
16163,"Director - Insurance Practice",UNISYS
16156,"Director - Insurance Pre-Sales",Oracle
15911,"Director - Microsoft Technologies",iVedix
17469,"Director - North America Services Enterprise Architect",Avanade
14392,"Director - Observability Engineering",Netflix
5917,"Director - Partner Technology Strategist",Microsoft
15765,"Director - Product Content Innovation (India & South East Asia)",Netflix
2634,"Director - Research & Development",VideoBank
9211,"Director - Software Architecture","First American Financial Corporation"
17470,"Director - South East Region ERP Technical leadership",Avanade
15769,"Director - Strategy & Special Projects","Urban Ladder"
21236,"Director - Technology and Modernization ","Muse Private School Limited"
15157,"Director , Network Planning and Acqusitions",Microsoft
16395,"Director (Board of Directors)","American Environmental Energy, Inc."
15101,"Director / Engagement Manager / Nordics Credit Market Company",Capgemini
15100,"Director / Vice President (Starting Jan 2015), Delivery Executive for Benelux Region",Capgemini
18495,"Director & General Manager, Amazon WorkMail","Amazon Web Services"
19779,"Director & Sr. Sales Engineer, Technical Sales","CA | Wily Technology"
5520,"Director and Co-Founder","GeoEd Foundation"
915,"Director and Computer Technician Lead","BSGE MOUSE Squad"
18057,"Director and Founder","Cloud First Strategy Inc"
5147,"Director and Founder of HANAC Senior Citizen Computer Education Program (Non-Profit)","Hanac Weatherization"
15450,"Director and Spokesperson","Vaccine Hunters Canada"
12290,"Director Azure Data and AI",Microsoft
18981,"Director Digital Infrastructure (Advertising, Privacy, Technology)",Walmart
10889,"Director Engineering - North America","Absolute Technology Portfolio"
13400,"Director Enterprise Architecture",Oracle
16398,"Director Global Release Engineering","FUJITSU – GLOVIA International"
8986,"Director Information Technology Services","Intel Corporation"
15128,"Director of Analytics","Software Analysis Technology"
10780,"Director of Analytics","Yahoo! Inc."
17177,"Director of Application Engineering","MortgageIT, A subsidiary of Deutsche Bank"
15924,"Director Of Architecture",Microsoft
19457,"Director of Area 51 Innovation Lab",Microsoft
12117,"Director of AudibleReady Systems development","Audible,Inc."
15844,"Director of Automation",Nike
15125,"Director of Big Data & Business Intelligence","InfoConsulting Sp. z o.o."
14384,"Director of Big Data and AI Solutions, APAC and India","Alibaba Cloud"
14500,"Director of Big Data Quantitative Research, Data & Analytics","London Stock Exchange Group (LSEG)"
683,"Director of BrickHack V",codeRIT
19701,"Director of Business Architecture ",stc
2448,"Director of Business Development","Procter & Gamble National Distributor"
10659,"Director of Business Engineering, Global Business Group, APAC",Meta
10212,"Director of Cloud Engineering",Dell
16130,"Director of Community Partnerships","Clinton Foundation"
4775,"Director of Community Service","Beta Alpha Psi - Iota Lambda Chapter"
435,"Director of Concierge Technology","BrandYourself.com, Inc."
6543,"Director Of Corporate Relations","Association of Computer Science Undergraduates"
15965,"Director of Creative Research and Development - New York USA",AKQA
15022,"Director of Customer Engineering, Success & Support",Algorithmia
1790,"Director of Customer Experience and Analytics",AptDeco
17016,"Director of Data Engineering","GameChanger Media, Inc."
14334,"Director of Data Engineering","Price Stats"
10779,"Director of Data Science and Engineering, Growth Marketing Sciences","Verizon Media Group (formerly Yahoo!)"
19702,"Director of DC & Cloud Solutions",Mobily
13610,"Director of Design",HAX
31,"Director of Design",INC^3
7136,"Director of Design","The Young Hackers"
18846,"Director of Developer Experience","Blues Wireless"
17448,"Director of Development","Route Link, Ltd."
21130,"Director of Development","Student Information Network"
10209,"Director of Digital Initiatives","Women's Learning Partnership"
17069,"Director of Digital Strategy","Simply Good Media"
14121,"Director Of Engineering",Afterpay
14120,"Director Of Engineering",Block
21066,"Director of Engineering","Credit Karma"
13955,"Director Of Engineering",Dataminr
10271,"Director of Engineering","eBest! Inc."
12444,"Director Of Engineering","Flatiron Health"
14328,"Director of Engineering",Groupon
13894,"Director Of Engineering",Instagram
17787,"Director Of Engineering","Medidata Solutions"
16736,"Director Of Engineering","Meta Co."
20380,"Director of Engineering",Oblix
17027,"Director Of Engineering",Octane
10634,"Director of Engineering","Qualcomm Research Silicon Valley"
3408,"Director of Engineering",Spock
19595,"Director of Engineering",Twitch
9514,"Director of Engineering",Visa
9423,"Director of Engineering","VisibleBrands, Inc."
17297,"Director Of Engineering",WinDocks
10648,"Director of Engineering",Yahoo!
15858,"Director Of Engineering",Zipwhip
4860,"Director of Engineering - Global Mobile Consumer Platform",Groupon
14521,"Director of Engineering and Applied Science, Sponsored Products",Amazon
15845,"Director of Engineering Delivery",Nike
9421,"Director Of Engineering for SAAS and Analytics at Swisslog HCS (Member of the KUKA Group)","Swisslog Healthcare"
10649,"Director of Engineering, Europe",Yahoo!
10872,"Director of Engineering, Identity Team / User Management",Yahoo!
10596,"Director of Engineering, Self-Driving",Uber
15887,"Director of Engineering: Concur Mobile, Concur Government, Hipmunk, Software Release Management","SAP Concur"
10647,"Director of Engineering/Chief of Staff",Yahoo!
10217,"Director of Engineering/Software Engineer",Tellinfo
8103,"Director Of Event Technology",PSAV
899,"Director of Field Construction",StuyPulse
19778,"Director of Field Operations","BlueStripe Software (Aquired By Microsoft)"
1481,"Director of Finance","Atria Connect"
16937,"Director Of Finance","Girl Genius"
6755,"Director of Finance",MiniEnterprize
3788,"Director of Finance",StuyPulse
16127,"Director Of Government Affairs","National Stone, Sand & Gravel Association (NSSGA)"
16120,"Director Of Government Relations","German Marshall Fund of the United States"
18132,"Director of Growth","Roomer Travel"
10771,"Director of Headend Operations","Comcast Silicon Valley Innovation Center"
15024,"Director Of Implementation & Customer Success",Agilysys
9043,"Director of Income","Smart Chopper, Inc"
18319,"Director of Information Architecture","Merchant Customer Exchange LLC (MCX)"
19678,"Director of Information Technology","Rush Tracking Systems"
7008,"Director Of Information Technology","ZUS Network LLC"
13609,"Director Of Internal Affairs & Operations",HAX
11188,"Director of International Engineering",Globalyst
7830,"Director of International Programs","Harvard Model Congress Asia"
2725,"Director of IT","Cobra Help Center"
15978,"Director of IT (CIO Equivalent)","Approved Transportation and Warehousing: A DeWitt Company"
10770,"Director of IT and Headend Operations","Comcast Silicon Valley Innovation Center"
17406,"Director of IT Infrastructure & Operations","Wolters Kluwer"
898,"Director of Lab Operations and Safety",StuyPulse
19720,"Director of Marketing","Interactive Software Systems Inc."
901,"Director of Marketing",StuyHacks
19721,"Director of Marketing/General Manager","Liant/Ryan-McFarland Software"
1791,"Director Of Operations",AptDeco
8624,"Director Of Operations","Manning Consulting Group"
2006,"Director of Operations and Senior Software Engineer Tech Lead",Diginexus
7833,"Director of Operations and Technology","Harvard Model Congress Latin America"
14862,"Director of Operations, Acting General Manager","Global Enterprise Services, Inc. / JvNCNet"
13401,"Director of Oracle and Microsoft Solutions","Dell EMC"
13601,"Director Of Partnerships","JumpButton Studio"
10231,"Director of Product",Vontu
14350,"Director of Product - Invest",Stash
4037,"Director Of Product & Development","Ipsos Public Affairs"
14845,"Director of Product and Data Science",Tastemade
13572,"Director of Product and Technology",Amazon
14510,"Director of Product Management",Artefact
15833,"Director of Product Management",Dropbox
14918,"Director of Product Management","Ekata, a Mastercard company"
14398,"Director of Product Management","Engine Yard (Deis Acquired by Microsoft)"
18263,"Director of Product Management",Google
11044,"Director of Product Management",Oracle
14886,"Director of Product Management",Salesforce
10200,"Director of Product Management","TCL Corporation"
18211,"Director of Product Management - B2C Selling",eBay
11129,"Director of Product Management & Planning","Gumbuya Inc."
19492,"Director of Product Management, Ads Core Machine Learning",Meta
9927,"Director of Product Management, webOS Developer Platform",Hewlett-Packard
17446,"Director of Product Management/Product Marketing",Verint
9932,"Director of Product Marketing","Electrifier, Inc."
13574,"Director of Product, Visual Messaging @ Facebook Messenger",Facebook
15023,"Director of Professional Services",Skytap
10662,"Director of Program Management, Commerce Platform Group",Microsoft
15492,"Director of R&D",ColliderX
10943,"Director of Research and Development","Digital Research, Inc."
3732,"Director of Research and Development","Promptin’ Circumstance"
2947,"Director of Research of Development","ProTap Design, LLC"
19618,"Director of Sales",Microsoft
13203,"Director of Sales and Sales Engineering","BlueTie, Inc."
9232,"Director of Sales, Americas Cloud Security",Proofpoint
16387,"Director of Sales, Eastern U.S., State & Local Government",Microsoft
16388,"Director of Sales, Mid-Atlantic U.S., State & Local Government",Microsoft
10995,"Director of Service, Principal Solution Architect",Microsoft
13056,"Director of Software","EyeNetra, Inc."
18628,"Director of Software","My Wines Direct"
9516,"Director of Software Development",Agfa
8089,"Director Of Software Development","Audible, Inc."
12809,"Director of Software Development","CAD Sciences"
10268,"Director of Software Development",CustomerSat
10267,"Director of Software Development","LifeMasters Supported SelfCare"
10065,"Director of Software Development","PowerQ Technologies"
17652,"Director of Software Development","SIDEARM Sports"
15593,"Director of Software Development","XOR Data Exchange, Inc."
18966,"Director of Software Development (Database)",Oracle
19849,"Director of Software Engineering",CruzHacks
15011,"Director of Software Services","Law School Admission Council"
14937,"Director of Solutions Architecture","VDart Digital"
900,"Director of Sponsorship",StuyHacks
11302,"Director of Standards, Immersive Media Technologies","InterDigital, Inc. "
15928,"Director of Strategy - Distinguished Member of Technical Staff","Micron Technology"
14447,"Director of Strategy- Advisory Partners","Blue Prism"
12441,"Director of TBM Software and Systems / Chief Engineer","The Boring Company"
19237,"Director of Tech",HackCU
17452,"Director of Technical Account Management",Tanium
19495,"Director of Technical and Business Operations at Microsoft Research",Microsoft
15898,"Director Of Technical Services","Leviathan Security Group"
18343,"Director of Technical Strategy, Office of the Chief Software Architect",Microsoft
1749,"Director of Technical Support","Lincoln Computer Services"
10772,"Director of Technical Support and Operations","TVWorks LLC"
12656,"Director Of Technology","AFS Technologies, Inc."
19605,"Director Of Technology","Brown University Entrepreneurship Program"
15972,"Director of Technology","Cambar Software"
11306,"Director of Technology","Disney Regional Entertainment"
850,"Director of Technology","FRCH Design Worldwide"
12661,"Director of Technology","GoCollect.com NY,NY"
6218,"Director of Technology",HackDartmouth
7828,"Director Of Technology","Harvard Model Congress"
17569,"Director of Technology",Hungermaps.org
849,"Director of Technology","Louis Frey Company, Inc."
16952,"Director of Technology","The New York Times"
15900,"Director of Technology","The SCE Group"
11308,"Director of Technology","Walt Disney Imagineering"
15927,"Director of Technology - CTO Office",Cradlepoint
11307,"Director of Technology (acquired by Microsoft)","Virtual World Entertainment"
14483,"Director of Technology and Client Services","Direct Message Lab"
15806,"Director of Technology Development","Falafel Software"
19479,"Director of the Sao Paulo branch","Center for Digital Inclusion"
10391,"Director of User Education","Spoke Technology"
9965,"Director of Videography and Technology Infrastructure","NJY Camps"
7144,"Director Of Web Development",LanternCRM
14337,"Director Of Web Development","New York Magazine"
15849,"Director of Web/Application Development",TRAVELSAVERS
14592,"Director Product Management","Hotstar – Novi Digital Entertainment Private Limited"
18982,"Director Product Management -- Customer and Data Solutions.",Walmart
12313,"Director Program Management",Salesforce
15571,"Director Project Management Office","ETG Consulting"
16190,"Director Quality Assurance","Condusiv Technologies"
16479,"Director Services Sales ,SEA","NCR Corporation"
15122,"Director Technology",PwC
10640,"Director Technology Strategy","BNY Mellon - Technology Strategy and Operating Model Transformation"
12373,"Director, AI Application Enabling, Super Computing Group","Intel Corporation"
14479,"Director, Americas Microsoft Partnership Sales GTM Leader",Adobe
14478,"Director, Americas Technology Partners at Adobe",Adobe
10262,"Director, Application Security","Silicon Valley Bank"
10651,"Director, Applications Development","Oceania, Inc."
12374,"Director, Asia Pacific & Japan, Developer Relations Division","Intel Corporation"
14247,"Director, Azure Data & AI - Specialist Team Unit, US Healthcare Providers",Microsoft
17170,"Director, Azure Specialist",Microsoft
14501,"Director, Big Data Quantitative Research",Refinitiv
14502,"Director, Big Data Quantitative Research","Thomson Reuters (StarMine)"
15443,"Director, Business Analysis","Teach For America"
15910,"Director, Business Architecture","Castel Communications LLC"
12573,"Director, Business Productivity - State & Local Government",Microsoft
13844,"Director, Client Technical Lead (ATS)",Microsoft
13198,"Director, Cloud Solution Architecture",Microsoft
15275,"Director, Co-owner, & Web Developer","Jupio Labs"
12574,"Director, Collaboration Solutions",Oracle
10266,"Director, Commercial Software Engineering","Crescendo Bioscience"
10760,"Director, Core Technology","Verity Inc"
13586,"Director, Customer Engineering Manager",Microsoft
11075,"Director, Cybersecurity & Privacy",PwC
14251,"Director, Data & Analytics","Syntelli Solutions Inc."
17376,"Director, Data & Artificial Intelligence Technical Support - Global BigData Business Lead",Microsoft
15439,"Director, Data Management at Cityblock Health","Cityblock Health"
18496,"Director, Data Science, Asia-Pacific & Japan","Pivotal Inc."
9191,"Director, Database Services","Magnolia Specialty Marketing, Inc"
4056,"Director, Developer Evangelism",Microsoft
14556,"Director, Developer Evangelism",OutSystems
18348,"Director, Developer Relations Group",Microsoft
10314,"Director, Developer Strategy",Yodlee
14010,"Director, Development","CA Technologies"
10743,"Director, Engineering","Brocade Communications"
18353,"Director, Engineering","Medidata Solutions"
18723,"Director, Engineering, Enterprise Products","IONA Technologies"
15003,"Director, Entertainment & Media","Deloitte Digital"
9926,"Director, Enyo Framework & Tools",Hewlett-Packard
9925,"Director, Enyo Framework & Tools","LG Silicon Valley Lab"
16473,"Director, Financial Services ","Manulife Financial Advisers Pte Ltd"
12709,"Director, Founder & President","XX Coders"
9063,"Director, GDBS Commercial, Marketing, Analytics",Diageo
10762,"Director, HP Products Division","Oracle Corporation"
10868,"Director, Information Security",Facebook
11334,"Director, Information Technology – Disaster Recovery & Resiliency Program","Centene Corporation"
10356,"Director, Istio",Google
14742,"Director, Office Communicator","Microsoft Corporation"
15054,"Director, Platform Engineering","MTV Networks"
16131,"Director, Policy & Legal Counsel","Institute for Portfolio Alternatives"
14607,"Director, Product Management - AOL Music",AOL
10887,"Director, Product Management - API",PayPal
14995,"Director, Product Management - discovery+ Subscriptions & Monetization","Discovery Inc"
15788,"Director, Product Management - Mobile, Personalization",Cars.com
15787,"Director, Product Management - Visibility Cloud","FourKites, Inc."
14996,"Director, Product Management Subscriber Growth",Tripadvisor
16132,"Director, Program Finance","The Carter Center"
10646,"Director, Program Management",Yahoo!
14410,"Director, R&D IT Architecture Services","Eisai US"
10361,"Director, Search Engine",Inktomi
10355,"Director, Search Engineering for Apple Media Products",Apple
14203,"Director, Sitecore/Azure Solution Lead & Architect, Financial Services",Capgemini
17786,"Director, Software Development",Audible
16343,"Director, Software Development","SECUREDATA, Inc."
15792,"Director, Software Engineering","Applus Technologies"
14397,"Director, Software Engineering",Salesforce
15634,"Director, Software Engineering, Comcast","Comcast Cable"
11850,"Director, Solution Architect","Tauras Pty Ltd"
13587,"Director, Strategic Account Technology Strategist - Health and Life Sciences",Microsoft
14480,"Director, Strategic and Emerging Businesses",Adobe
14745,"Director, Systems Software","Mobilian Corporation"
19780,"Director, Technical Sales","Wily Technology"
15860,"Director, Technology","Expedia, Inc."
7403,"Director, Technology Innovation","Argos Global Inc."
13049,"Director, Technology Strategist",Microsoft
10388,"Director, User Education",Escapia
17377,"Director, Windows Platform, OEM & Azure Technical Support - Japan",Microsoft
19687,"Directory Services Architect/Engineer/Security Specialist","Hitachi Vantara"
14475,"Disaster Operations UX Research Intern",FEMA
1073,"Disaster Recovery & Rebuild Program Manager: Staten Island","New York Cares"
11338,"Disaster Recovery Engineer",GoDaddy
11336,"Disaster Recovery Lead","SVB Financial Group"
11337,"Disaster Recovery Program Manager",GoDaddy
5757,"Discover 2016 Residential Programme","McKinsey & Company"
9976,"Discover 2019 ","KPMG US"
6061,"Discrete Mathematics Teaching Assistant","Tufts University"
9506,"Diseñador y Administrador de plataforma para #OpcionEmprender","OPCIÓN Venezuela AC"
4309,"Dish Runner","Monsoon Asian Kitchen and Lounge"
1445,"Dispatch Coordinator","Black Tie Transportation NY"
213,Dispatcher/Router,"North American Logistics Group"
9441,"Distinguished Architect","Walmart Global Tech"
9443,"Distinguished Engineer","Walmart Global Tech India"
12649,"Distinguished Member of Technical Staff, Applied Research Center","Motorola Mobility, Inc."
10997,"Distinguished Member of Technical Staff, Architect",Avaya
10998,"Distinguished Member of Technical Staff, Architect","Lucent Technologies"
15810,"Distinguished Software Engineer","AT&T New Media Services/Interchange Online Network"
15929,"Distinguished Technologist and Chief Architect",HP
15925,"Distinguished Technologist/Founder",ConvIOT
19538,"Distinguished Visiting Professor","Harvard Kennedy Global Impact Synergy Institute"
19539,"Distinguished Visiting Professor","Oxford Global eLearning Alliance Institute"
7286,"Distributed System Software Engineer","Laboratório de Sistemas Distribuídos"
9068,"Distribution Centre IT Manager","Atlantic Homecare"
2652,"District Agent & Series 7/63 Registered Representative(Inactive)","Prudential Insurance"
1170,"District Backstock Associate","American Apparel"
10497,"District President","Silicon Valley DECA"
19619,"District Sales and Marketing Manager",Microsoft
1744,"District Sales Manager","Pepperidge Farm"
4999,"Diversity Chair","Columbia Womxn in Computer Science"
13859,"Diversity Leadership Symposium Participant",Target
8146,"Division I Swim Team Member","Boston University"
1203,"Division I Varsity Football Player","University of North Carolina at Chapel Hill"
1004,DJ,"Amazing Music 607"
18954,"DNCS Engineer","ExecuSource Inc / Onepath Systems"
5139,"Document Organizer","Abrons Arts Center"
8587,"Document Production and Visualization Group Summer Intern",Xerox
18477,"Documentation Manager - Developer Division User Education",Microsoft
4061,"DOE Billing and Data Supervisor","Preferred Home Care of NY"
6758,"Doing things","Some place"
3836,"Donations Coordinator","Goodwill Industries of Greater New York and Northern New Jersey"
3273,"Donor Development Intern","Make A Wish Foundation of Hudson Valley"
4760,"Donor Marketing Intern","United Way of Greater Los Angeles"
3385,"Dore for a Day Tour Guide","Vanderbilt University"
10037,"Dot.Net Developer",Serco
10257,"Dotnet Developer",Microsoft
1143,"Dragon Scaling | Backend Software Engineer","Personal Projects"
1688,Driver,"Get Services LLC"
19101,Driver,TransWest
11381,"Driver Validation Engineer","Northwest Contract Services"
3690,"DS4A Data Science Fellow","Correlation One"
10432,"DTech Scholar","Duke University"
19448,"DTLP - Developer & Data Analyst",GE
19447,"DTLP - ERP Project Manager",GE
19446,"DTLP - Software Engineer",GE
19445,"DTLP - Technical Product Manager",GE
8564,"DTLP Software Engineer Intern ",GE
3695,"Duckietown@Hunter College","Duckietown Foundation"
10101,"Duke in Silicon Valley (Summer)","Duke University"
4195,"Duke Summer Accelerator Fellow","Duke Innovation and Entrepreneurship Initiative"
7706,"Duke Visor Software Engineering Intern","Duke Manufacturing Co."
15085,"DW Architect and Business Objects Lead","Luxottica Retail"
16428,"Dynamic Customer & Entrepreneurial Tactics Mastermind Orchestrator","Profound Ideation Inc."
16155,"Dynamics CRM - Solution Specialist",Microsoft
10827,"Dynamics CRM Consultant - Ceridian Inc.","Tata Consultancy Services"
14715,"Dynamics CRM Consultant/.Net Developer","UXC Eclipse Applications Development"
10153,"Dynamics CRM developer","PGGM Investments"
17433,"Dynamics CRM Lead","Fire Department of New York City"
17434,"Dynamics CRM Software Developer (MCS)",Microsoft
19787,"Dynamics NAV Analyst/Developer","ADNM International Inc."
19788,"Dynamics NAV Consultant/Developer/Trainer","INTELS Nigeria Limited"
19789,"Dynamics NAV Software Developer/Consultant/Trainer","Centauri Solutions Ltd"
4079,"DynaMIT STEM Outreach: Board Member","Massachusetts Institute of Technology"
15973,"E-Business Consultant and Project Manager",IBM
9156,"E-Commerce Administrator Tier III Technical Support","Cogeco Peer 1"
14256,"E-Commerce Developer","Stephen Gordet & Associates"
2094,"E-Commerce Intern","Atlantic Records"
9292,"E-Discovery Technician","Kaiser Permanente"
12009,"E2E Domain Manager / Project Manager","Nokia R&D @ Vancouver, BC, Canada"
15162,"Early ID Leadership Program",Citi
16932,"Early Talent Access (ETA) Program",Lyft
5828,"Early Talent Access Program",Lyft
19338,"Earn-Learn Apprenticeship","University of Colorado at Boulder"
3569,"Eastman Kodak","Eastman Kodak Company"
8120,"EasyTech Associate",Staples
20448,"ECE 120 (Introdution to Computing) Lead UA","University of Illinois at Urbana-Champaign"
20450,"ECE 120, ECE 110 UA","University of Illinois at Urbana-Champaign"
12394,"ECIT OEM Solution Manager (Consultant)",Microsoft
2029,"Ecommerce Development Associate","Marc Ecko Enterprises"
8233,"Ecommerce Specialist",Self
20969,"Ecommerce Specialist on Amazon/Ebay platforms","GSM King "
1735,"Ecommerce Web Designer","Madovar Packaging Inc"
12980,"Economic Research Analyst","Federal Reserve Bank of New York"
18179,Economist,NAPL
2243,"EDGE Summer Actuarial Intern",Travelers
7738,"Edison Engineering Development Program","GE Digital"
7693,"Edison Engineering Development Program","GE Power"
1787,"Editing Intern","PV on the Net"
640,Editor,"Torah && Tech"
